ACC,Localization
WP_092056830.1,Cytoplasmic Membrane
WP_092056832.1,Cytoplasmic
WP_092056834.1,Cytoplasmic
WP_092056835.1,Cytoplasmic
WP_092056837.1,Cytoplasmic
WP_092056839.1,Cytoplasmic
WP_092056841.1,Cytoplasmic
WP_092056843.1,Cytoplasmic Membrane
WP_092056845.1,Periplasmic
WP_092056846.1,Periplasmic
WP_092056848.1,Cytoplasmic Membrane
WP_092056850.1,Extracellular
WP_092056852.1,Cytoplasmic
WP_092056855.1,Extracellular
WP_092056856.1,Extracellular
WP_092056858.1,Cytoplasmic Membrane
WP_092056859.1,Cytoplasmic
WP_092056861.1,Extracellular
WP_092056863.1,Cytoplasmic
WP_092056864.1,Extracellular
WP_092056868.1,Cytoplasmic
WP_092056870.1,Extracellular
WP_092056871.1,Extracellular
WP_092056873.1,Cytoplasmic
WP_092056875.1,Cytoplasmic
WP_092056877.1,Cytoplasmic
WP_092056879.1,Extracellular
WP_092056881.1,Cytoplasmic
WP_092056882.1,Cytoplasmic
WP_092056885.1,Extracellular
WP_092056887.1,Cytoplasmic
WP_092056889.1,Extracellular
WP_092056893.1,Cytoplasmic
WP_092056895.1,Cytoplasmic
WP_092056897.1,Cytoplasmic Membrane
WP_092056899.1,Cytoplasmic
WP_092056900.1,Cytoplasmic Membrane
WP_092056904.1,Cytoplasmic Membrane
WP_092056906.1,Cytoplasmic
WP_092056908.1,Cytoplasmic
WP_092056911.1,Cytoplasmic
WP_092056913.1,Cytoplasmic
WP_092056914.1,Cytoplasmic
WP_092056915.1,Cytoplasmic
WP_092056916.1,Cytoplasmic
WP_092056919.1,Cytoplasmic
WP_092056921.1,Cytoplasmic Membrane
WP_092056923.1,Cytoplasmic
WP_092056925.1,Outer Membrane
WP_092056927.1,Outer Membrane
WP_092056929.1,Periplasmic
WP_092056931.1,Cytoplasmic
WP_092056933.1,Cytoplasmic Membrane
WP_092056935.1,Cytoplasmic
WP_092056936.1,Cytoplasmic Membrane
WP_092056938.1,Cytoplasmic
WP_092056940.1,Cytoplasmic
WP_092056944.1,Cytoplasmic
WP_092056946.1,Cytoplasmic
WP_092056947.1,Cytoplasmic
WP_092056952.1,Cytoplasmic Membrane
WP_092056954.1,Cytoplasmic
WP_092056955.1,Cytoplasmic Membrane
WP_092056957.1,Cytoplasmic Membrane
WP_092056959.1,Cytoplasmic Membrane
WP_092056961.1,Cytoplasmic
WP_092056962.1,Cytoplasmic Membrane
WP_092056964.1,Cytoplasmic
WP_092056966.1,Cytoplasmic Membrane
WP_092056968.1,Cytoplasmic Membrane
WP_092056970.1,Cytoplasmic
WP_092056972.1,Cytoplasmic
WP_092056974.1,Cytoplasmic
WP_092056977.1,Cytoplasmic
WP_092056979.1,Cytoplasmic
WP_092056981.1,Cytoplasmic
WP_092056982.1,Cytoplasmic
WP_092056984.1,Cytoplasmic
WP_092056985.1,Cytoplasmic
WP_092056987.1,Cytoplasmic
WP_092056988.1,Cytoplasmic
WP_092056990.1,Cytoplasmic
WP_092056991.1,Cytoplasmic Membrane
WP_092056992.1,Cytoplasmic Membrane
WP_092056994.1,Cytoplasmic
WP_092056996.1,Cytoplasmic Membrane
WP_092057002.1,Cytoplasmic
WP_092057005.1,Cytoplasmic
WP_092057007.1,Cytoplasmic Membrane
WP_092057009.1,Cytoplasmic
WP_092057015.1,Cytoplasmic
WP_092057017.1,Cytoplasmic Membrane
WP_092057019.1,Cytoplasmic
WP_092057021.1,Cytoplasmic
WP_092057023.1,Cytoplasmic
WP_092057026.1,Cytoplasmic
WP_092057028.1,Cytoplasmic
WP_092057030.1,Outer Membrane
WP_092057032.1,Outer Membrane
WP_092057033.1,Cytoplasmic Membrane
WP_092057035.1,Cytoplasmic Membrane
WP_092057039.1,Cytoplasmic Membrane
WP_092057041.1,Cytoplasmic
WP_092057044.1,Cytoplasmic Membrane
WP_092057047.1,Cytoplasmic
WP_092057049.1,Cytoplasmic
WP_092057050.1,Cytoplasmic Membrane
WP_092057053.1,Cytoplasmic
WP_092057054.1,Cytoplasmic
WP_092057055.1,Cytoplasmic Membrane
WP_092057057.1,Cytoplasmic Membrane
WP_092057058.1,Cytoplasmic
WP_092057060.1,Cytoplasmic
WP_092057061.1,Cytoplasmic
WP_092057063.1,Cytoplasmic
WP_092057065.1,Cytoplasmic
WP_092057067.1,Cytoplasmic
WP_092057069.1,Cytoplasmic
WP_092057070.1,Cytoplasmic
WP_092057072.1,Cytoplasmic
WP_092057075.1,Cytoplasmic
WP_092057077.1,Cytoplasmic Membrane
WP_092057079.1,Cytoplasmic
WP_092057081.1,Cytoplasmic
WP_092057085.1,Outer Membrane
WP_092057087.1,Cytoplasmic Membrane
WP_092057089.1,Cytoplasmic
WP_092057090.1,Cytoplasmic Membrane
WP_092057091.1,Cytoplasmic Membrane
WP_092057093.1,Cytoplasmic
WP_092057095.1,Cytoplasmic
WP_092057101.1,Cytoplasmic
WP_092057103.1,Cytoplasmic
WP_092057105.1,Cytoplasmic
WP_092057106.1,Cytoplasmic Membrane
WP_092057108.1,Extracellular
WP_092057110.1,Cytoplasmic Membrane
WP_092057111.1,Cytoplasmic Membrane
WP_092057113.1,Cytoplasmic Membrane
WP_092057115.1,Cytoplasmic Membrane
WP_092057116.1,Cytoplasmic Membrane
WP_092057118.1,Cytoplasmic Membrane
WP_092057119.1,Extracellular
WP_092057121.1,Periplasmic
WP_092057130.1,Cytoplasmic
WP_092057132.1,Cytoplasmic
WP_092057140.1,Extracellular
WP_092057144.1,Cytoplasmic
WP_092057155.1,Cytoplasmic Membrane
WP_092057159.1,Cytoplasmic
WP_092057171.1,Cytoplasmic
WP_092057173.1,Cytoplasmic
WP_092057178.1,Cytoplasmic
WP_092057180.1,Cytoplasmic
WP_092057182.1,Extracellular
WP_092057186.1,Cytoplasmic
WP_092057190.1,Cytoplasmic
WP_092057192.1,Cytoplasmic
WP_092057194.1,Cytoplasmic
WP_092057196.1,Cytoplasmic
WP_092057198.1,Cytoplasmic
WP_092057202.1,Cytoplasmic
WP_092057206.1,Cytoplasmic
WP_092057208.1,Cytoplasmic
WP_092057210.1,Cytoplasmic
WP_092057211.1,Cytoplasmic
WP_092057215.1,Extracellular
WP_092057216.1,Cytoplasmic
WP_092057218.1,Cytoplasmic
WP_092057219.1,Cytoplasmic
WP_092057221.1,Cytoplasmic
WP_092057223.1,Cytoplasmic
WP_092057225.1,Cytoplasmic
WP_092057227.1,Cytoplasmic
WP_092057228.1,Extracellular
WP_092057230.1,Cytoplasmic
WP_092057232.1,Cytoplasmic
WP_092057234.1,Cytoplasmic
WP_092057235.1,Cytoplasmic
WP_092057237.1,Periplasmic
WP_092057239.1,Outer Membrane
WP_092057244.1,Cytoplasmic
WP_092057248.1,Cytoplasmic
WP_092057250.1,Cytoplasmic
WP_092057251.1,Cytoplasmic
WP_092057253.1,Cytoplasmic
WP_092057254.1,Cytoplasmic
WP_092057256.1,Cytoplasmic
WP_092057258.1,Cytoplasmic
WP_092057260.1,Cytoplasmic
WP_092057262.1,Cytoplasmic
WP_092057264.1,Cytoplasmic Membrane
WP_092057266.1,Cytoplasmic
WP_092057267.1,Cytoplasmic
WP_092057269.1,Cytoplasmic Membrane
WP_092057270.1,Cytoplasmic
WP_092057272.1,Cytoplasmic
WP_092057274.1,Cytoplasmic
WP_092057277.1,Cytoplasmic Membrane
WP_092057279.1,Cytoplasmic
WP_092057281.1,Cytoplasmic
WP_092057283.1,Cytoplasmic
WP_092057285.1,Cytoplasmic
WP_092057287.1,Cytoplasmic
WP_092057289.1,Cytoplasmic
WP_092057290.1,Cytoplasmic
WP_092057292.1,Cytoplasmic
WP_092057293.1,Cytoplasmic
WP_092057295.1,Cytoplasmic Membrane
WP_092057297.1,Cytoplasmic
WP_092057299.1,Cytoplasmic
WP_092057301.1,Cytoplasmic
WP_092057302.1,Cytoplasmic Membrane
WP_092057304.1,Cytoplasmic
WP_092057306.1,Periplasmic
WP_092057308.1,Cytoplasmic
WP_092057310.1,Cytoplasmic
WP_092057311.1,Cytoplasmic Membrane
WP_092057314.1,Periplasmic
WP_092057316.1,Cytoplasmic
WP_092057318.1,Cytoplasmic
WP_092057322.1,Cytoplasmic
WP_092057323.1,Cytoplasmic
WP_092057325.1,Cytoplasmic
WP_092057326.1,Cytoplasmic
WP_092057328.1,Cytoplasmic Membrane
WP_092057330.1,Periplasmic
WP_092057331.1,Outer Membrane
WP_092057332.1,Extracellular
WP_092057334.1,Cytoplasmic Membrane
WP_092057335.1,Cytoplasmic Membrane
WP_092057336.1,Cytoplasmic Membrane
WP_092057337.1,Outer Membrane
WP_092057338.1,Outer Membrane
WP_092057339.1,Cytoplasmic Membrane
WP_092057340.1,Cytoplasmic Membrane
WP_092057342.1,Cytoplasmic
WP_092057343.1,Periplasmic
WP_092057344.1,Cytoplasmic
WP_092057345.1,Cytoplasmic Membrane
WP_092057347.1,Cytoplasmic Membrane
WP_092057348.1,Cytoplasmic
WP_092057349.1,Periplasmic
WP_092057350.1,Cytoplasmic Membrane
WP_092057352.1,Periplasmic
WP_092057355.1,Cytoplasmic
WP_092057356.1,Outer Membrane
WP_092057357.1,Periplasmic
WP_092057359.1,Periplasmic
WP_092057360.1,Cytoplasmic
WP_092057361.1,Extracellular
WP_092057363.1,Outer Membrane
WP_092057364.1,Periplasmic
WP_092057366.1,Periplasmic
WP_092057367.1,Cytoplasmic Membrane
WP_092057369.1,Cytoplasmic Membrane
WP_092057370.1,Cytoplasmic
WP_092057371.1,Cytoplasmic Membrane
WP_092057372.1,Cytoplasmic
WP_092057373.1,Cytoplasmic
WP_092057374.1,Cytoplasmic
WP_092057375.1,Cytoplasmic
WP_092057376.1,Cytoplasmic
WP_092057378.1,Periplasmic
WP_092057379.1,Cytoplasmic Membrane
WP_092057380.1,Outer Membrane
WP_092057381.1,Cytoplasmic
WP_092057383.1,Cytoplasmic
WP_092057384.1,Cytoplasmic
WP_092057386.1,Cytoplasmic
WP_092057388.1,Cytoplasmic
WP_092057389.1,Cytoplasmic
WP_092057390.1,Cytoplasmic
WP_092057391.1,Cytoplasmic
WP_092057392.1,Cytoplasmic Membrane
WP_092057393.1,Cytoplasmic
WP_092057394.1,Cytoplasmic
WP_092057395.1,Cytoplasmic
WP_092057396.1,Cytoplasmic
WP_092057397.1,Cytoplasmic
WP_092057398.1,Cytoplasmic
WP_092057399.1,Cytoplasmic
WP_092057400.1,Cytoplasmic
WP_092057401.1,Cytoplasmic Membrane
WP_092057402.1,Cytoplasmic Membrane
WP_092057403.1,Cytoplasmic
WP_092057404.1,Cytoplasmic
WP_092057405.1,Extracellular
WP_092057406.1,Extracellular
WP_092057407.1,Cytoplasmic
WP_092057408.1,Cytoplasmic
WP_092057409.1,Cytoplasmic
WP_092057410.1,Cytoplasmic
WP_092057411.1,Cytoplasmic
WP_092057412.1,Cytoplasmic
WP_092057413.1,Cytoplasmic
WP_092057415.1,Cytoplasmic
WP_092057417.1,Cytoplasmic
WP_092057419.1,Cytoplasmic
WP_092057420.1,Cytoplasmic
WP_092057421.1,Cytoplasmic
WP_092057422.1,Cytoplasmic
WP_092057424.1,Cytoplasmic
WP_092057425.1,Cytoplasmic
WP_092057426.1,Cytoplasmic
WP_092057427.1,Cytoplasmic
WP_092057428.1,Cytoplasmic
WP_092057429.1,Extracellular
WP_092057430.1,Extracellular
WP_092057431.1,Cytoplasmic
WP_092057432.1,Extracellular
WP_092057433.1,Cytoplasmic
WP_092057434.1,Cytoplasmic
WP_092057435.1,Cytoplasmic
WP_092057437.1,Cytoplasmic
WP_092057438.1,Cytoplasmic
WP_092057439.1,Cytoplasmic
WP_092057441.1,Cytoplasmic
WP_092057442.1,Cytoplasmic Membrane
WP_092057443.1,Cytoplasmic
WP_092057444.1,Cytoplasmic Membrane
WP_092057445.1,Cytoplasmic
WP_092057446.1,Cytoplasmic
WP_092057447.1,Cytoplasmic
WP_092057448.1,Cytoplasmic
WP_092057449.1,Cytoplasmic
WP_092057450.1,Cytoplasmic
WP_092057451.1,Cytoplasmic Membrane
WP_092057452.1,Cytoplasmic
WP_092057453.1,Cytoplasmic Membrane
WP_092057454.1,Cytoplasmic Membrane
WP_092057455.1,Cytoplasmic Membrane
WP_092057457.1,Cytoplasmic
WP_092057458.1,Cytoplasmic
WP_092057460.1,Cytoplasmic Membrane
WP_092057461.1,Periplasmic
WP_092057462.1,Cytoplasmic
WP_092057463.1,Cytoplasmic Membrane
WP_092057464.1,Outer Membrane
WP_092057465.1,Cytoplasmic
WP_092057466.1,Cytoplasmic Membrane
WP_092057469.1,Cytoplasmic
WP_092057470.1,Cytoplasmic Membrane
WP_092057471.1,Cytoplasmic
WP_092057472.1,Cytoplasmic Membrane
WP_092057473.1,Cytoplasmic Membrane
WP_092057474.1,Cytoplasmic
WP_092057475.1,Cytoplasmic Membrane
WP_092057476.1,Cytoplasmic
WP_092057477.1,Cytoplasmic
WP_092057478.1,Cytoplasmic Membrane
WP_092057479.1,Cytoplasmic Membrane
WP_092057480.1,Cytoplasmic
WP_092057481.1,Cytoplasmic
WP_092057483.1,Cytoplasmic
WP_092057484.1,Cytoplasmic
WP_092057485.1,Cytoplasmic Membrane
WP_092057486.1,Cytoplasmic Membrane
WP_092057487.1,Cytoplasmic
WP_092057488.1,Cytoplasmic
WP_092057489.1,Cytoplasmic
WP_092057490.1,Cytoplasmic
WP_092057491.1,Cytoplasmic
WP_092057492.1,Cytoplasmic
WP_092057493.1,Cytoplasmic
WP_092057494.1,Cytoplasmic
WP_092057495.1,Cytoplasmic Membrane
WP_092057496.1,Cytoplasmic Membrane
WP_092057497.1,Cytoplasmic Membrane
WP_092057498.1,Cytoplasmic Membrane
WP_092057499.1,Cytoplasmic Membrane
WP_092057501.1,Cytoplasmic Membrane
WP_092057502.1,Cytoplasmic Membrane
WP_092057503.1,Cytoplasmic Membrane
WP_092057504.1,Cytoplasmic
WP_092057505.1,Outer Membrane
WP_092057510.1,Periplasmic
WP_092057512.1,Cytoplasmic Membrane
WP_092057513.1,Cytoplasmic
WP_092057514.1,Cytoplasmic Membrane
WP_092057515.1,Cytoplasmic Membrane
WP_092057516.1,Cytoplasmic
WP_092057517.1,Cytoplasmic
WP_092057518.1,Cytoplasmic
WP_092057519.1,Cytoplasmic Membrane
WP_092057520.1,Cytoplasmic Membrane
WP_092057522.1,Cytoplasmic
WP_092057523.1,Periplasmic
WP_092057524.1,Cytoplasmic
WP_092057525.1,Cytoplasmic Membrane
WP_092057526.1,Cytoplasmic
WP_092057527.1,Cytoplasmic
WP_092057529.1,Cytoplasmic
WP_092057530.1,Cytoplasmic
WP_092057531.1,Cytoplasmic
